date,entry_time,exit_time,symbol,side,qty,entry,exit,pnl,strategy,notes
2026-03-18T15:40:00.000Z,2026-03-18T15:40:00.000Z,2026-03-18T16:10:00.000Z,DIA,LONG,17,466.75,466.53,-3.74,Earnings,
2026-03-18T15:40:00.000Z,2026-03-18T15:40:00.000Z,2026-03-18T16:10:00.000Z,V,LONG,128,301.92,301.81,-14.08,Breakout,Bull flag continuation
2026-03-18T15:40:00.000Z,2026-03-18T15:40:00.000Z,2026-03-18T16:15:00.000Z,AAPL,SHORT,78,251.89,251.88,0.78,Mean Reversion,VWAP reversion long
2026-03-18T15:40:00.000Z,2026-03-18T15:40:00.000Z,2026-03-18T16:30:00.000Z,NFLX,LONG,258,94.83,94.86,7.74,Breakout,Bull flag continuation
2026-03-18T15:40:00.000Z,2026-03-18T15:40:00.000Z,2026-03-18T16:40:00.000Z,IWM,LONG,158,248,248.34,53.72,Breakout,Range breakout on volume
2026-03-18T15:40:00.000Z,2026-03-18T15:40:00.000Z,2026-03-18T16:30:00.000Z,ADBE,LONG,122,249.78,248.44,-163.48,Earnings,Post-earnings IV crush
2026-03-18T15:40:00.000Z,2026-03-18T15:40:00.000Z,2026-03-18T15:45:00.000Z,DIS,SHORT,127,100.24,100.22,2.54,Mean Reversion,VWAP reversion long
2026-03-18T15:45:00.000Z,2026-03-18T15:45:00.000Z,2026-03-18T16:00:00.000Z,INTC,LONG,336,44.85,44.92,23.52,Breakout,Cup & handle long
2026-03-18T15:45:00.000Z,2026-03-18T15:45:00.000Z,2026-03-18T16:05:00.000Z,MU,LONG,53,469.1,466.34,-146.28,Mean Reversion,Fade gap up
2026-03-18T15:45:00.000Z,2026-03-18T15:45:00.000Z,2026-03-18T16:00:00.000Z,MSFT,SHORT,49,395.08,394.96,5.88,Trend Following,20EMA pullback long
2026-03-18T15:45:00.000Z,2026-03-18T15:45:00.000Z,2026-03-18T16:25:00.000Z,SPY,LONG,66,667.07,667.14,4.62,Breakout,
2026-03-18T15:45:00.000Z,2026-03-18T15:45:00.000Z,2026-03-18T16:40:00.000Z,WMT,LONG,294,122.84,123.05,61.74,Breakout,
2026-03-18T15:50:00.000Z,2026-03-18T15:50:00.000Z,2026-03-18T16:40:00.000Z,XOM,LONG,96,158.71,159.54,79.68,Earnings,Post-earnings IV crush
2026-03-18T15:50:00.000Z,2026-03-18T15:50:00.000Z,2026-03-18T16:05:00.000Z,AAPL,SHORT,59,251.78,251.71,4.13,Trend Following,20EMA pullback long
2026-03-18T15:55:00.000Z,2026-03-18T15:55:00.000Z,2026-03-18T16:50:00.000Z,TSLA,SHORT,126,398.17,397.39,98.28,Trend Following,20EMA pullback long
2026-03-18T15:55:00.000Z,2026-03-18T15:55:00.000Z,2026-03-18T16:25:00.000Z,AMZN,LONG,143,211.89,211.7,-27.17,Scalp,
2026-03-18T15:55:00.000Z,2026-03-18T15:55:00.000Z,2026-03-18T16:35:00.000Z,V,SHORT,143,301.22,302.06,-120.12,Scalp,
2026-03-18T16:00:00.000Z,2026-03-18T16:00:00.000Z,2026-03-18T17:00:00.000Z,MSFT,LONG,157,394.92,393.16,-276.32,Scalp,
2026-03-18T16:00:00.000Z,2026-03-18T16:00:00.000Z,2026-03-18T16:10:00.000Z,TSLA,SHORT,85,397.95,398.07,-10.2,Earnings,
2026-03-18T16:00:00.000Z,2026-03-18T16:00:00.000Z,2026-03-18T16:30:00.000Z,WMT,SHORT,242,122.82,123,-43.56,Trend Following,Stopped below trend line
2026-03-18T16:00:00.000Z,2026-03-18T16:00:00.000Z,2026-03-18T16:10:00.000Z,V,SHORT,36,301.29,301.86,-20.52,Earnings,
2026-03-18T16:00:00.000Z,2026-03-18T16:00:00.000Z,2026-03-18T16:55:00.000Z,DIS,LONG,103,100.1,99.68,-43.26,Mean Reversion,Oversold bounce
2026-03-18T16:05:00.000Z,2026-03-18T16:05:00.000Z,2026-03-18T17:00:00.000Z,GOOGL,SHORT,82,310.48,309.51,79.54,Mean Reversion,
2026-03-18T16:05:00.000Z,2026-03-18T16:05:00.000Z,2026-03-18T16:35:00.000Z,IWM,LONG,81,247.61,248.01,32.4,Scalp,
2026-03-18T16:05:00.000Z,2026-03-18T16:05:00.000Z,2026-03-18T16:25:00.000Z,ADBE,LONG,124,249.37,248.7,-83.08,Mean Reversion,
2026-03-18T16:05:00.000Z,2026-03-18T16:05:00.000Z,2026-03-18T16:50:00.000Z,MA,LONG,66,492.67,492.66,-0.66,Trend Following,Stopped below trend line
2026-03-18T16:05:00.000Z,2026-03-18T16:05:00.000Z,2026-03-18T16:35:00.000Z,XLF,LONG,501,49.23,49.23,0,Scalp,Power-hour scalp
2026-03-18T16:10:00.000Z,2026-03-18T16:10:00.000Z,2026-03-18T17:00:00.000Z,GS,SHORT,74,810.77,810.85,-5.92,Trend Following,
2026-03-18T16:10:00.000Z,2026-03-18T16:10:00.000Z,2026-03-18T17:05:00.000Z,SPY,SHORT,51,666.96,666.07,45.39,Mean Reversion,Squeezed out early
2026-03-18T16:10:00.000Z,2026-03-18T16:10:00.000Z,2026-03-18T16:30:00.000Z,MA,SHORT,53,493.41,493.79,-20.14,Mean Reversion,
2026-03-18T16:10:00.000Z,2026-03-18T16:10:00.000Z,2026-03-18T16:40:00.000Z,COST,SHORT,41,988.62,988.14,19.68,Mean Reversion,
2026-03-18T16:10:00.000Z,2026-03-18T16:10:00.000Z,2026-03-18T16:30:00.000Z,WMT,SHORT,303,122.76,122.99,-69.69,Mean Reversion,
2026-03-18T16:10:00.000Z,2026-03-18T16:10:00.000Z,2026-03-18T16:35:00.000Z,COST,SHORT,39,988.52,988.16,14.04,Trend Following,Trend continuation
2026-03-18T16:15:00.000Z,2026-03-18T16:15:00.000Z,2026-03-18T17:15:00.000Z,WMT,SHORT,182,122.96,122.49,85.54,Earnings,
2026-03-18T16:15:00.000Z,2026-03-18T16:15:00.000Z,2026-03-18T17:05:00.000Z,GS,LONG,43,811.69,811.21,-20.64,Trend Following,
2026-03-18T16:15:00.000Z,2026-03-18T16:15:00.000Z,2026-03-18T17:00:00.000Z,TSLA,LONG,75,398.2,397.29,-68.25,Scalp,
2026-03-18T16:20:00.000Z,2026-03-18T16:20:00.000Z,2026-03-18T17:20:00.000Z,AMD,LONG,167,199.95,199.52,-71.81,Scalp,Quick momentum scalp
2026-03-18T16:20:00.000Z,2026-03-18T16:20:00.000Z,2026-03-18T16:35:00.000Z,MU,LONG,58,468.38,467.97,-23.78,Scalp,Quick momentum scalp
2026-03-18T16:20:00.000Z,2026-03-18T16:20:00.000Z,2026-03-18T16:45:00.000Z,MA,LONG,57,494.18,492.41,-100.89,Mean Reversion,
2026-03-18T16:20:00.000Z,2026-03-18T16:20:00.000Z,2026-03-18T16:40:00.000Z,XLF,LONG,443,49.33,49.24,-39.87,Trend Following,20EMA pullback long
2026-03-18T16:20:00.000Z,2026-03-18T16:20:00.000Z,2026-03-18T17:15:00.000Z,NVDA,LONG,196,182.63,181.96,-131.32,Trend Following,Stopped below trend line
2026-03-18T16:20:00.000Z,2026-03-18T16:20:00.000Z,2026-03-18T16:55:00.000Z,MSFT,SHORT,153,394.5,393.59,139.23,Earnings,Earnings drift
2026-03-18T16:25:00.000Z,2026-03-18T16:25:00.000Z,2026-03-18T17:20:00.000Z,IWM,LONG,171,248.15,248.42,46.17,Breakout,ATH breakout retest
2026-03-18T16:25:00.000Z,2026-03-18T16:25:00.000Z,2026-03-18T16:55:00.000Z,WMT,LONG,190,122.94,123.19,47.5,Breakout,Range breakout on volume
2026-03-18T16:30:00.000Z,2026-03-18T16:30:00.000Z,2026-03-18T17:05:00.000Z,AAPL,SHORT,34,251.23,250.69,18.36,Scalp,Quick momentum scalp
2026-03-18T16:30:00.000Z,2026-03-18T16:30:00.000Z,2026-03-18T17:25:00.000Z,AAPL,LONG,138,251.18,250.87,-42.78,Earnings,
2026-03-18T16:30:00.000Z,2026-03-18T16:30:00.000Z,2026-03-18T17:05:00.000Z,CVX,SHORT,101,199.62,200.55,-93.93,Trend Following,
2026-03-18T16:30:00.000Z,2026-03-18T16:30:00.000Z,2026-03-18T17:20:00.000Z,ADBE,LONG,164,248.52,248.73,34.44,Trend Following,
2026-03-18T16:30:00.000Z,2026-03-18T16:30:00.000Z,2026-03-18T16:50:00.000Z,META,SHORT,90,619.04,618.17,78.3,Scalp,Power-hour scalp
2026-03-18T16:35:00.000Z,2026-03-18T16:35:00.000Z,2026-03-18T17:10:00.000Z,COST,SHORT,45,987.82,984.9,131.4,Trend Following,
2026-03-18T16:35:00.000Z,2026-03-18T16:35:00.000Z,2026-03-18T17:25:00.000Z,ORCL,LONG,124,153.03,153,-3.72,Trend Following,Stopped below trend line
2026-03-18T16:35:00.000Z,2026-03-18T16:35:00.000Z,2026-03-18T16:40:00.000Z,ADBE,SHORT,67,248.14,248.04,6.7,Scalp,
2026-03-18T16:35:00.000Z,2026-03-18T16:35:00.000Z,2026-03-18T16:55:00.000Z,SPY,LONG,38,666.42,666.77,13.3,Mean Reversion,
2026-03-18T16:35:00.000Z,2026-03-18T16:35:00.000Z,2026-03-18T17:30:00.000Z,NVDA,SHORT,105,182.3,182.2,10.5,Earnings,Earnings drift
2026-03-18T16:35:00.000Z,2026-03-18T16:35:00.000Z,2026-03-18T17:35:00.000Z,AVGO,LONG,74,318.23,318.36,9.62,Mean Reversion,VWAP reversion long
2026-03-18T16:35:00.000Z,2026-03-18T16:35:00.000Z,2026-03-18T17:35:00.000Z,JPM,LONG,169,287.64,287.78,23.66,Earnings,Post-earnings IV crush
2026-03-18T16:35:00.000Z,2026-03-18T16:35:00.000Z,2026-03-18T16:55:00.000Z,GOOGL,SHORT,34,309.79,309.93,-4.76,Earnings,Earnings beat momentum
2026-03-18T16:35:00.000Z,2026-03-18T16:35:00.000Z,2026-03-18T17:05:00.000Z,DIA,LONG,75,466.4,466.53,9.75,Mean Reversion,
2026-03-18T16:40:00.000Z,2026-03-18T16:40:00.000Z,2026-03-18T17:25:00.000Z,XLF,LONG,716,49.24,49.22,-14.32,Breakout,
2026-03-18T16:40:00.000Z,2026-03-18T16:40:00.000Z,2026-03-18T16:50:00.000Z,XLF,SHORT,995,49.24,49.27,-29.85,Trend Following,Trend continuation
2026-03-18T16:40:00.000Z,2026-03-18T16:40:00.000Z,2026-03-18T16:55:00.000Z,META,LONG,72,618.4,618.28,-8.64,Breakout,Bull flag continuation
2026-03-18T16:45:00.000Z,2026-03-18T16:45:00.000Z,2026-03-18T17:30:00.000Z,SPY,LONG,42,666.55,665.92,-26.46,Scalp,
2026-03-18T16:45:00.000Z,2026-03-18T16:45:00.000Z,2026-03-18T17:05:00.000Z,ADBE,SHORT,148,247.94,248.1,-23.68,Scalp,Opening drive scalp
2026-03-18T16:45:00.000Z,2026-03-18T16:45:00.000Z,2026-03-18T17:30:00.000Z,AVGO,SHORT,139,318.19,318.26,-9.73,Trend Following,
2026-03-18T16:45:00.000Z,2026-03-18T16:45:00.000Z,2026-03-18T17:10:00.000Z,GOOGL,SHORT,173,309.89,308.83,183.38,Earnings,
2026-03-18T16:50:00.000Z,2026-03-18T16:50:00.000Z,2026-03-18T16:55:00.000Z,MA,SHORT,22,492.83,492.88,-1.1,Scalp,Opening drive scalp
2026-03-18T16:50:00.000Z,2026-03-18T16:50:00.000Z,2026-03-18T16:55:00.000Z,NVDA,LONG,165,182.46,182.5,6.6,Earnings,Earnings beat momentum
2026-03-18T16:55:00.000Z,2026-03-18T16:55:00.000Z,2026-03-18T17:40:00.000Z,AAPL,LONG,144,251.02,250.92,-14.4,Trend Following,Trend continuation
2026-03-18T16:55:00.000Z,2026-03-18T16:55:00.000Z,2026-03-18T17:15:00.000Z,GOOGL,LONG,138,309.86,308.86,-138,Trend Following,Trend continuation
2026-03-18T16:55:00.000Z,2026-03-18T16:55:00.000Z,2026-03-18T17:15:00.000Z,XOM,SHORT,85,159.6,159.28,27.2,Scalp,Opening drive scalp
2026-03-18T16:55:00.000Z,2026-03-18T16:55:00.000Z,2026-03-18T17:40:00.000Z,WMT,LONG,233,123.08,122.52,-130.48,Breakout,Cup & handle long
2026-03-18T17:00:00.000Z,2026-03-18T17:00:00.000Z,2026-03-18T17:20:00.000Z,XOM,LONG,120,159.65,159.03,-74.4,Breakout,Cup & handle long
2026-03-18T17:00:00.000Z,2026-03-18T17:00:00.000Z,2026-03-18T17:15:00.000Z,INTC,SHORT,492,45.02,45.03,-4.92,Trend Following,
2026-03-18T17:00:00.000Z,2026-03-18T17:00:00.000Z,2026-03-18T17:25:00.000Z,V,SHORT,99,301.13,300.29,83.16,Trend Following,VWAP reclaim long
2026-03-18T17:00:00.000Z,2026-03-18T17:00:00.000Z,2026-03-18T17:30:00.000Z,DIS,SHORT,121,99.63,99.7,-8.47,Scalp,Opening drive scalp
2026-03-18T17:00:00.000Z,2026-03-18T17:00:00.000Z,2026-03-18T17:15:00.000Z,ADBE,SHORT,50,248.11,248.66,-27.5,Earnings,Post-earnings IV crush
2026-03-18T17:05:00.000Z,2026-03-18T17:05:00.000Z,2026-03-18T17:45:00.000Z,GS,LONG,28,811.42,811.33,-2.52,Mean Reversion,Fade gap up
2026-03-18T17:05:00.000Z,2026-03-18T17:05:00.000Z,2026-03-18T17:55:00.000Z,CVX,LONG,68,200.58,199.8,-53.04,Scalp,Power-hour scalp
2026-03-18T17:05:00.000Z,2026-03-18T17:05:00.000Z,2026-03-18T17:25:00.000Z,DIA,SHORT,13,466.61,466.34,3.51,Mean Reversion,
2026-03-18T17:10:00.000Z,2026-03-18T17:10:00.000Z,2026-03-18T17:55:00.000Z,WMT,SHORT,180,122.7,122.54,28.8,Trend Following,
2026-03-18T17:10:00.000Z,2026-03-18T17:10:00.000Z,2026-03-18T18:05:00.000Z,XOM,LONG,196,159.73,158.84,-174.44,Mean Reversion,
2026-03-18T17:10:00.000Z,2026-03-18T17:10:00.000Z,2026-03-18T17:45:00.000Z,QQQ,LONG,75,598.61,599.74,84.75,Scalp,Power-hour scalp
2026-03-18T17:20:00.000Z,2026-03-18T17:20:00.000Z,2026-03-18T17:55:00.000Z,INTC,LONG,694,45.08,45.07,-6.94,Breakout,Cup & handle long
2026-03-18T17:25:00.000Z,2026-03-18T17:25:00.000Z,2026-03-18T18:20:00.000Z,QQQ,SHORT,18,599.16,599.36,-3.6,Trend Following,
2026-03-18T17:25:00.000Z,2026-03-18T17:25:00.000Z,2026-03-18T17:55:00.000Z,CVX,SHORT,69,199.94,199.77,11.73,Breakout,Cup & handle long
2026-03-18T17:25:00.000Z,2026-03-18T17:25:00.000Z,2026-03-18T18:00:00.000Z,COST,LONG,67,984.43,986.84,161.47,Earnings,Earnings drift
2026-03-18T17:30:00.000Z,2026-03-18T17:30:00.000Z,2026-03-18T17:55:00.000Z,AMZN,SHORT,140,210.82,211.24,-58.8,Trend Following,
2026-03-18T17:30:00.000Z,2026-03-18T17:30:00.000Z,2026-03-18T18:20:00.000Z,MA,SHORT,40,490.11,490.16,-2,Scalp,Opening drive scalp
2026-03-18T17:30:00.000Z,2026-03-18T17:30:00.000Z,2026-03-18T18:05:00.000Z,JPM,LONG,198,287.74,288.32,114.84,Breakout,
2026-03-18T17:30:00.000Z,2026-03-18T17:30:00.000Z,2026-03-18T18:15:00.000Z,SPY,LONG,32,665.92,666.34,13.44,Mean Reversion,VWAP reversion long
2026-03-18T17:35:00.000Z,2026-03-18T17:35:00.000Z,2026-03-18T18:10:00.000Z,GOOGL,LONG,30,308.81,309.27,13.8,Scalp,Opening drive scalp
2026-03-18T17:35:00.000Z,2026-03-18T17:35:00.000Z,2026-03-18T18:00:00.000Z,QQQ,SHORT,46,599.7,600.45,-34.5,Breakout,Range breakout on volume
2026-03-18T17:35:00.000Z,2026-03-18T17:35:00.000Z,2026-03-18T17:55:00.000Z,XOM,LONG,166,159.07,158.82,-41.5,Mean Reversion,
2026-03-18T17:40:00.000Z,2026-03-18T17:40:00.000Z,2026-03-18T18:00:00.000Z,IWM,LONG,173,248.78,249,38.06,Breakout,
2026-03-18T17:40:00.000Z,2026-03-18T17:40:00.000Z,2026-03-18T17:50:00.000Z,CVX,LONG,67,199.88,199.69,-12.73,Earnings,
2026-03-18T17:40:00.000Z,2026-03-18T17:40:00.000Z,2026-03-18T17:45:00.000Z,QQQ,SHORT,91,599.85,599.66,17.29,Mean Reversion,VWAP reversion long
2026-03-18T17:40:00.000Z,2026-03-18T17:40:00.000Z,2026-03-18T18:25:00.000Z,AMZN,SHORT,42,210.81,211.01,-8.4,Trend Following,
2026-03-18T17:45:00.000Z,2026-03-18T17:45:00.000Z,2026-03-18T18:30:00.000Z,GOOGL,LONG,38,309.14,308.48,-25.08,Earnings,
2026-03-18T17:45:00.000Z,2026-03-18T17:45:00.000Z,2026-03-18T18:25:00.000Z,MU,LONG,84,465.65,468.01,198.24,Earnings,
2026-03-18T17:45:00.000Z,2026-03-18T17:45:00.000Z,2026-03-18T18:10:00.000Z,IWM,LONG,160,248.61,248.85,38.4,Earnings,Post-earnings IV crush
2026-03-18T17:45:00.000Z,2026-03-18T17:45:00.000Z,2026-03-18T18:40:00.000Z,IWM,LONG,154,248.61,247.72,-137.06,Trend Following,Stopped below trend line
2026-03-18T17:50:00.000Z,2026-03-18T17:50:00.000Z,2026-03-18T18:00:00.000Z,AAPL,SHORT,71,251.12,251.37,-17.75,Trend Following,
2026-03-18T17:50:00.000Z,2026-03-18T17:50:00.000Z,2026-03-18T18:00:00.000Z,SPY,SHORT,24,666.3,667,-16.8,Breakout,
2026-03-18T17:50:00.000Z,2026-03-18T17:50:00.000Z,2026-03-18T18:35:00.000Z,SPY,SHORT,70,666.44,664.69,122.5,Scalp,Power-hour scalp
2026-03-18T17:50:00.000Z,2026-03-18T17:50:00.000Z,2026-03-18T18:05:00.000Z,XLF,LONG,966,49.19,49.22,28.98,Scalp,
2026-03-18T17:50:00.000Z,2026-03-18T17:50:00.000Z,2026-03-18T18:45:00.000Z,CRM,LONG,178,195.07,194.79,-49.84,Mean Reversion,Squeezed out early
2026-03-18T17:55:00.000Z,2026-03-18T17:55:00.000Z,2026-03-18T18:30:00.000Z,AAPL,SHORT,99,251.3,250.6,69.3,Breakout,
2026-03-18T17:55:00.000Z,2026-03-18T17:55:00.000Z,2026-03-18T18:15:00.000Z,WMT,SHORT,390,122.53,122.41,46.8,Mean Reversion,Squeezed out early
2026-03-18T17:55:00.000Z,2026-03-18T17:55:00.000Z,2026-03-18T18:20:00.000Z,JPM,SHORT,65,288.07,288.49,-27.3,Trend Following,
2026-03-18T17:55:00.000Z,2026-03-18T17:55:00.000Z,2026-03-18T18:50:00.000Z,AVGO,SHORT,190,318.63,317.08,294.5,Trend Following,
2026-03-18T17:55:00.000Z,2026-03-18T17:55:00.000Z,2026-03-18T18:30:00.000Z,MA,LONG,18,490.26,490.58,5.76,Trend Following,VWAP reclaim long
2026-03-18T18:00:00.000Z,2026-03-18T18:00:00.000Z,2026-03-18T18:05:00.000Z,IWM,SHORT,149,248.97,248.91,8.94,Mean Reversion,Squeezed out early
2026-03-18T18:00:00.000Z,2026-03-18T18:00:00.000Z,2026-03-18T18:25:00.000Z,SPY,SHORT,41,666.86,665.99,35.67,Earnings,Earnings beat momentum
2026-03-18T18:00:00.000Z,2026-03-18T18:00:00.000Z,2026-03-18T18:30:00.000Z,WMT,LONG,251,122.57,122.28,-72.79,Scalp,Power-hour scalp
2026-03-18T18:00:00.000Z,2026-03-18T18:00:00.000Z,2026-03-18T18:50:00.000Z,AAPL,SHORT,119,251.37,250.08,153.51,Mean Reversion,Fade gap up
2026-03-18T18:05:00.000Z,2026-03-18T18:05:00.000Z,2026-03-18T18:25:00.000Z,META,LONG,86,620.62,618.55,-178.02,Trend Following,
2026-03-18T18:05:00.000Z,2026-03-18T18:05:00.000Z,2026-03-18T18:45:00.000Z,QQQ,LONG,16,600.51,598.59,-30.72,Earnings,
2026-03-18T18:10:00.000Z,2026-03-18T18:10:00.000Z,2026-03-18T18:45:00.000Z,MA,SHORT,56,490.3,489.81,27.44,Trend Following,
2026-03-18T18:10:00.000Z,2026-03-18T18:10:00.000Z,2026-03-18T18:25:00.000Z,GOOGL,LONG,147,309.32,308.67,-95.55,Mean Reversion,
2026-03-18T18:10:00.000Z,2026-03-18T18:10:00.000Z,2026-03-18T18:50:00.000Z,ADBE,SHORT,62,246.7,247.82,-69.44,Earnings,Earnings drift
2026-03-18T18:10:00.000Z,2026-03-18T18:10:00.000Z,2026-03-18T18:45:00.000Z,ORCL,LONG,52,153.97,154.04,3.64,Earnings,
2026-03-18T18:15:00.000Z,2026-03-18T18:15:00.000Z,2026-03-18T18:55:00.000Z,XOM,LONG,38,158.78,158.76,-0.76,Earnings,
2026-03-18T18:15:00.000Z,2026-03-18T18:15:00.000Z,2026-03-18T18:40:00.000Z,NVDA,LONG,134,182.52,181.73,-105.86,Earnings,Earnings drift
2026-03-18T18:15:00.000Z,2026-03-18T18:15:00.000Z,2026-03-18T19:05:00.000Z,IWM,SHORT,189,248.72,247.21,285.39,Trend Following,
2026-03-18T18:15:00.000Z,2026-03-18T18:15:00.000Z,2026-03-18T19:15:00.000Z,AAPL,LONG,83,251.06,250.04,-84.66,Mean Reversion,Fade gap up
2026-03-18T18:15:00.000Z,2026-03-18T18:15:00.000Z,2026-03-18T18:20:00.000Z,XOM,SHORT,98,158.78,158.76,1.96,Earnings,Earnings drift
2026-03-18T18:20:00.000Z,2026-03-18T18:20:00.000Z,2026-03-18T18:55:00.000Z,COST,LONG,45,985.04,985.69,29.25,Trend Following,Trend continuation
2026-03-18T18:20:00.000Z,2026-03-18T18:20:00.000Z,2026-03-18T18:45:00.000Z,CRM,LONG,169,194.29,194.84,92.95,Scalp,Power-hour scalp
2026-03-18T18:20:00.000Z,2026-03-18T18:20:00.000Z,2026-03-18T19:00:00.000Z,SPY,LONG,59,665.74,664.14,-94.4,Trend Following,Stopped below trend line
2026-03-18T18:25:00.000Z,2026-03-18T18:25:00.000Z,2026-03-18T18:35:00.000Z,INTC,SHORT,538,45.43,45.45,-10.76,Trend Following,
2026-03-18T18:25:00.000Z,2026-03-18T18:25:00.000Z,2026-03-18T19:00:00.000Z,AVGO,LONG,94,318.18,316.55,-153.22,Breakout,Range breakout on volume
2026-03-18T18:30:00.000Z,2026-03-18T18:30:00.000Z,2026-03-18T19:20:00.000Z,META,SHORT,82,618.28,616.91,112.34,Mean Reversion,
2026-03-18T18:30:00.000Z,2026-03-18T18:30:00.000Z,2026-03-18T19:20:00.000Z,NFLX,LONG,332,95.13,94.98,-49.8,Scalp,
2026-03-18T18:30:00.000Z,2026-03-18T18:30:00.000Z,2026-03-18T19:30:00.000Z,MU,SHORT,51,467.26,464.97,116.79,Breakout,Bull flag continuation
2026-03-18T18:30:00.000Z,2026-03-18T18:30:00.000Z,2026-03-18T19:00:00.000Z,MSFT,SHORT,197,393.22,392.42,157.6,Trend Following,
2026-03-18T18:30:00.000Z,2026-03-18T18:30:00.000Z,2026-03-18T19:10:00.000Z,XOM,LONG,177,158.96,158.77,-33.63,Trend Following,
2026-03-18T18:35:00.000Z,2026-03-18T18:35:00.000Z,2026-03-18T19:15:00.000Z,MSFT,LONG,177,392.88,392.43,-79.65,Earnings,Post-earnings IV crush
2026-03-18T18:35:00.000Z,2026-03-18T18:35:00.000Z,2026-03-18T19:35:00.000Z,NFLX,LONG,198,95.07,95.06,-1.98,Earnings,Earnings drift
2026-03-18T18:35:00.000Z,2026-03-18T18:35:00.000Z,2026-03-18T19:15:00.000Z,V,LONG,155,299.61,299.64,4.65,Mean Reversion,Fade gap up
2026-03-18T18:40:00.000Z,2026-03-18T18:40:00.000Z,2026-03-18T19:10:00.000Z,MU,LONG,93,468.55,466.55,-186,Breakout,ATH breakout retest
2026-03-18T18:40:00.000Z,2026-03-18T18:40:00.000Z,2026-03-18T19:00:00.000Z,BAC,SHORT,659,46.89,46.84,32.95,Trend Following,VWAP reclaim long
2026-03-18T18:45:00.000Z,2026-03-18T18:45:00.000Z,2026-03-18T18:50:00.000Z,META,LONG,84,617.07,616.64,-36.12,Breakout,Bull flag continuation
2026-03-18T18:45:00.000Z,2026-03-18T18:45:00.000Z,2026-03-18T19:10:00.000Z,ORCL,SHORT,117,154.1,153.91,22.23,Scalp,Quick momentum scalp
2026-03-18T18:45:00.000Z,2026-03-18T18:45:00.000Z,2026-03-18T19:40:00.000Z,AVGO,SHORT,142,317.54,316.47,151.94,Mean Reversion,
2026-03-18T18:45:00.000Z,2026-03-18T18:45:00.000Z,2026-03-18T19:00:00.000Z,CRM,SHORT,169,194.79,194.76,5.07,Earnings,Post-earnings IV crush
2026-03-18T18:55:00.000Z,2026-03-18T18:55:00.000Z,2026-03-18T19:45:00.000Z,TSLA,LONG,164,395.35,393.36,-326.36,Trend Following,VWAP reclaim long
2026-03-18T19:05:00.000Z,2026-03-18T19:05:00.000Z,2026-03-18T19:50:00.000Z,XOM,LONG,133,158.88,158.04,-111.72,Trend Following,VWAP reclaim long
2026-03-18T19:05:00.000Z,2026-03-18T19:05:00.000Z,2026-03-18T19:30:00.000Z,GOOGL,SHORT,99,308.7,308,69.3,Earnings,Earnings drift
2026-03-18T19:10:00.000Z,2026-03-18T19:10:00.000Z,2026-03-18T19:45:00.000Z,INTC,SHORT,641,45.39,45.24,96.15,Earnings,
2026-03-18T19:10:00.000Z,2026-03-18T19:10:00.000Z,2026-03-18T19:45:00.000Z,NFLX,LONG,173,95.21,94.93,-48.44,Mean Reversion,
2026-03-18T19:10:00.000Z,2026-03-18T19:10:00.000Z,2026-03-18T19:50:00.000Z,CVX,LONG,135,199.64,199.18,-62.1,Scalp,
2026-03-18T19:10:00.000Z,2026-03-18T19:10:00.000Z,2026-03-18T19:25:00.000Z,QQQ,LONG,12,597.94,596.45,-17.88,Scalp,
2026-03-18T19:15:00.000Z,2026-03-18T19:15:00.000Z,2026-03-18T19:30:00.000Z,QQQ,SHORT,64,597.17,596.67,32,Mean Reversion,Oversold bounce
2026-03-18T19:15:00.000Z,2026-03-18T19:15:00.000Z,2026-03-18T19:30:00.000Z,JPM,LONG,165,288.05,287.73,-52.8,Earnings,Earnings beat momentum
2026-03-18T19:20:00.000Z,2026-03-18T19:20:00.000Z,2026-03-18T19:50:00.000Z,ADBE,SHORT,151,248.61,246.6,303.51,Breakout,
2026-03-18T19:25:00.000Z,2026-03-18T19:25:00.000Z,2026-03-18T19:30:00.000Z,AMD,LONG,118,199.43,199.77,40.12,Trend Following,
2026-03-18T19:25:00.000Z,2026-03-18T19:25:00.000Z,2026-03-18T19:35:00.000Z,NFLX,LONG,265,94.97,95.05,21.2,Trend Following,
2026-03-18T19:25:00.000Z,2026-03-18T19:25:00.000Z,2026-03-18T19:35:00.000Z,CVX,SHORT,186,199.59,199.43,29.76,Mean Reversion,
2026-03-18T19:25:00.000Z,2026-03-18T19:25:00.000Z,2026-03-18T19:35:00.000Z,IWM,LONG,75,246.51,246.63,9,Scalp,Power-hour scalp
2026-03-18T19:30:00.000Z,2026-03-18T19:30:00.000Z,2026-03-18T19:35:00.000Z,COST,LONG,63,984.86,984.99,8.19,Breakout,Bull flag continuation
2026-03-18T19:30:00.000Z,2026-03-18T19:30:00.000Z,2026-03-18T19:35:00.000Z,MSFT,SHORT,174,392.37,392.2,29.58,Scalp,
2026-03-18T19:45:00.000Z,2026-03-18T19:45:00.000Z,2026-03-18T19:55:00.000Z,NVDA,LONG,132,180.79,180.53,-34.32,Breakout,Cup & handle long
2026-03-19T13:30:00.000Z,2026-03-19T13:30:00.000Z,2026-03-19T14:20:00.000Z,ADBE,LONG,170,247.01,246.26,-127.5,Earnings,Post-earnings IV crush
