date,symbol,side,qty,entry,exit,pnl,strategy,notes
2026-02-19T15:21:19.000Z,DIS,LONG,161,105.36,104.96,-64.4,Breakout,Pre-market gap up clean breakout
2026-02-19T15:22:56.000Z,MU,LONG,175,109.93,109.07,-150.5,Earnings,Earnings miss reversal
2026-02-19T15:40:55.000Z,AMD,LONG,234,149.73,151.73,468,Earnings,Earnings miss reversal
2026-02-19T16:55:07.000Z,MSFT,SHORT,56,470.7,475.28,-256.48,Earnings,Earnings drift continuation
2026-02-19T17:22:36.000Z,META,SHORT,89,631.34,626.54,427.2,Earnings,Post-earnings IV crush play
2026-02-19T17:24:18.000Z,MARA,LONG,464,22.11,21.59,-241.28,Trend Following,VWAP reclaim long
2026-02-19T17:37:05.000Z,PLTR,LONG,406,27.51,26.81,-284.2,Scalp,Counter-trend fade scalp
2026-02-19T18:22:38.000Z,CRM,LONG,136,294.3,290.51,-515.44,Scalp,Opening drive scalp
2026-02-19T18:25:23.000Z,COIN,SHORT,118,253.53,248.93,542.8,Trend Following,Stopped below trend line
2026-02-19T18:26:44.000Z,ORCL,LONG,81,165,163.65,-109.35,Earnings,
2026-02-19T18:32:15.000Z,SHOP,LONG,92,96.05,94.83,-112.24,Trend Following,
2026-02-19T18:36:20.000Z,NFLX,LONG,70,684.9,680.16,-331.8,Breakout,Breakout retest hold
2026-02-19T18:37:22.000Z,ORCL,LONG,174,165.74,167.25,262.74,Breakout,Breakout retest hold
2026-02-19T18:41:40.000Z,PLTR,LONG,437,27.57,27.03,-235.98,Breakout,Breakout retest hold
2026-02-19T18:55:11.000Z,PLTR,LONG,787,27.62,27.18,-346.28,Trend Following,Stopped below trend line
2026-02-19T19:52:05.000Z,TSLA,SHORT,155,318.38,323.25,-754.85,Trend Following,
2026-02-20T13:36:37.000Z,TSLA,SHORT,134,315.76,307.81,1065.3,Breakout,ATH breakout
2026-02-20T13:57:14.000Z,COIN,LONG,144,255.43,249.86,-802.08,Mean Reversion,VWAP reversion
2026-02-20T14:41:47.000Z,MSFT,SHORT,96,468.97,472.17,-307.2,Earnings,Earnings drift continuation
2026-02-20T15:09:18.000Z,IWM,LONG,30,243.73,246.55,84.6,Earnings,
2026-02-20T15:20:14.000Z,MSFT,SHORT,70,468.16,465.46,189,Mean Reversion,VWAP reversion
2026-02-20T15:47:49.000Z,AMD,LONG,162,149.29,147.5,-289.98,Mean Reversion,Topping pattern fade
2026-02-20T16:07:35.000Z,UBER,LONG,169,77.37,76.66,-119.99,Breakout,
2026-02-20T16:26:19.000Z,MSFT,SHORT,90,471.18,475.02,-345.6,Earnings,
2026-02-20T17:16:20.000Z,IWM,LONG,169,244.72,247.58,483.34,Trend Following,Tech rotation long
2026-02-20T17:43:13.000Z,MARA,LONG,929,22.1,22.76,613.14,Breakout,
2026-02-20T17:50:44.000Z,JPM,LONG,187,246.48,244.52,-366.52,Earnings,Earnings beat
2026-02-20T18:03:47.000Z,CRM,LONG,189,294.82,299.31,848.61,Scalp,
2026-02-20T18:06:38.000Z,DIS,SHORT,319,105.34,106.18,-267.96,Mean Reversion,
2026-02-20T18:07:24.000Z,AVGO,LONG,50,197.28,200.85,178.5,Scalp,
2026-02-20T18:44:06.000Z,AAPL,SHORT,33,243.35,242.24,36.63,Earnings,Post-earnings IV crush play
2026-02-20T18:56:55.000Z,MARA,LONG,570,22.19,21.85,-193.8,Breakout,Breakout retest hold
2026-02-20T19:03:03.000Z,IWM,LONG,123,244.13,242.09,-250.92,Earnings,Earnings drift continuation
2026-02-20T19:18:32.000Z,MSFT,LONG,64,467.32,469.08,112.64,Breakout,
2026-02-20T19:21:04.000Z,BA,LONG,51,196.15,194.71,-73.44,Mean Reversion,
2026-02-23T13:51:39.000Z,SPY,LONG,81,613.54,612.59,-76.95,Earnings,
2026-02-23T14:10:31.000Z,QQQ,LONG,11,550.85,555.54,51.59,Mean Reversion,Mean reversion short at resistance
2026-02-23T14:10:36.000Z,JNJ,LONG,41,157.86,157.35,-20.91,Trend Following,Tech rotation long
2026-02-23T14:14:24.000Z,GOOGL,LONG,124,190.81,189.97,-104.16,Earnings,Earnings drift continuation
2026-02-23T14:26:21.000Z,NFLX,LONG,34,682.53,673.03,-323,Scalp,Opening drive scalp
2026-02-23T14:33:42.000Z,ORCL,LONG,125,165.86,167.95,261.25,Mean Reversion,VWAP reversion
2026-02-23T15:11:37.000Z,CRM,LONG,63,296.45,300,223.65,Earnings,
2026-02-23T15:23:40.000Z,XOM,SHORT,369,117.36,118.24,-324.72,Mean Reversion,
2026-02-23T16:07:45.000Z,SHOP,LONG,175,95.89,95.05,-147,Mean Reversion,Oversold bounce
2026-02-23T16:07:53.000Z,IWM,SHORT,62,244.26,242.63,101.06,Earnings,Earnings beat
2026-02-23T16:25:50.000Z,AMD,LONG,186,150.29,153.41,580.32,Breakout,Range breakout on volume
2026-02-23T17:21:43.000Z,ORCL,SHORT,137,166.03,164.28,239.75,Breakout,Pre-market gap up clean breakout
2026-02-23T18:26:30.000Z,QQQ,SHORT,75,547.3,551.25,-296.25,Earnings,Earnings beat
2026-02-23T18:34:10.000Z,JNJ,SHORT,134,157.8,158.25,-60.3,Scalp,
2026-02-23T18:36:04.000Z,MU,LONG,289,111.15,114.03,832.32,Scalp,Power-hour scalp
2026-02-23T19:07:38.000Z,INTC,LONG,470,32.25,32,-117.5,Mean Reversion,Topping pattern fade
2026-02-23T19:09:06.000Z,COIN,LONG,54,257.18,261.56,236.52,Scalp,Power-hour scalp
2026-02-23T19:26:33.000Z,SHOP,SHORT,229,95.59,93.81,407.62,Mean Reversion,Squeezed out early
2026-02-24T14:49:13.000Z,UBER,SHORT,133,76.45,77.26,-107.73,Earnings,Earnings beat
2026-02-24T14:54:04.000Z,MU,SHORT,131,111.09,113.46,-310.47,Trend Following,
2026-02-24T15:50:00.000Z,NVDA,LONG,150,201.98,204.02,306,Earnings,Post-earnings IV crush play
2026-02-24T16:02:19.000Z,UBER,LONG,149,76.23,77.96,257.77,Scalp,Quick scalp
2026-02-24T16:19:15.000Z,MARA,SHORT,314,22.04,21.34,219.8,Breakout,Bull flag continuation
2026-02-24T16:43:40.000Z,CRM,LONG,44,297.74,301.62,170.72,Breakout,Bull flag continuation
2026-02-24T17:28:04.000Z,PLTR,LONG,746,27.29,28.09,596.8,Scalp,Power-hour scalp
2026-02-24T17:56:13.000Z,AMD,SHORT,222,150.63,151.83,-266.4,Breakout,Pre-market gap up clean breakout
2026-02-24T18:00:01.000Z,INTC,LONG,698,32.53,32.2,-230.34,Trend Following,Tech rotation long
2026-02-24T18:00:19.000Z,CRM,SHORT,113,297.45,294.6,322.05,Mean Reversion,Squeezed out early
2026-02-24T18:06:26.000Z,AAPL,SHORT,45,243.85,241.33,113.4,Scalp,
2026-02-24T18:16:14.000Z,MSFT,SHORT,54,470.58,466.07,243.54,Mean Reversion,Squeezed out early
2026-02-24T18:20:37.000Z,AMD,LONG,165,150.32,147.3,-498.3,Trend Following,VWAP reclaim long
2026-02-24T18:30:26.000Z,GS,LONG,93,618.46,628.15,901.17,Scalp,
2026-02-24T19:11:14.000Z,BA,SHORT,34,194.29,197.26,-100.98,Trend Following,Stopped below trend line
2026-02-24T19:19:40.000Z,INTC,LONG,893,32.32,31.95,-330.41,Trend Following,
2026-02-24T19:29:25.000Z,AVGO,SHORT,47,196,198.05,-96.35,Scalp,Quick scalp
2026-02-24T19:34:49.000Z,BAC,LONG,256,46.78,47.07,74.24,Scalp,Quick scalp
2026-02-24T19:41:34.000Z,AAPL,SHORT,87,242.58,238.74,334.08,Mean Reversion,
2026-02-25T13:57:15.000Z,ORCL,SHORT,88,167.49,169.42,-169.84,Mean Reversion,
2026-02-25T14:04:28.000Z,AVGO,SHORT,133,196.3,195.28,135.66,Earnings,Earnings miss reversal
2026-02-25T14:23:52.000Z,SHOP,LONG,145,96.12,97.46,194.3,Trend Following,Index momentum continuation
2026-02-25T15:00:53.000Z,JNJ,LONG,137,158.41,157.57,-115.08,Mean Reversion,Topping pattern fade
2026-02-25T15:10:18.000Z,JPM,LONG,107,248.48,247.03,-155.15,Mean Reversion,
2026-02-25T15:12:13.000Z,XOM,SHORT,291,116.98,117.34,-104.76,Scalp,Quick scalp
2026-02-25T15:27:48.000Z,JNJ,SHORT,55,159,159.76,-41.8,Mean Reversion,
2026-02-25T16:12:31.000Z,DIS,LONG,375,104.28,105.91,611.25,Earnings,
2026-02-25T17:07:25.000Z,GS,SHORT,42,618.24,610.75,314.58,Scalp,Quick scalp
2026-02-25T17:10:30.000Z,BAC,LONG,892,46.66,47.08,374.64,Scalp,Quick scalp
2026-02-25T17:19:32.000Z,AAPL,LONG,79,244.17,243.24,-73.47,Trend Following,VWAP reclaim long
2026-02-25T17:22:37.000Z,AMZN,SHORT,78,210.43,206.92,273.78,Scalp,Opening drive scalp
2026-02-25T17:40:20.000Z,ORCL,LONG,174,167.34,165.85,-259.26,Breakout,Bull flag continuation
2026-02-25T17:50:31.000Z,MSFT,LONG,67,465.18,462.47,-181.57,Breakout,Range breakout on volume
2026-02-25T18:15:05.000Z,TSLA,LONG,83,314.06,321.48,615.86,Earnings,Earnings miss reversal
2026-02-25T18:24:55.000Z,NFLX,LONG,81,680.24,697.02,1359.18,Trend Following,Index momentum continuation
2026-02-25T19:17:26.000Z,SHOP,LONG,279,96.27,99.15,803.52,Mean Reversion,
2026-02-25T19:40:14.000Z,PLTR,SHORT,331,27.5,28.06,-185.36,Earnings,Earnings miss reversal
2026-02-26T13:43:44.000Z,AAPL,SHORT,111,243.98,241.6,264.18,Breakout,"Failed breakout, stopped"
2026-02-26T13:52:29.000Z,TSLA,LONG,190,314.51,311.67,-539.6,Trend Following,20EMA trend long
2026-02-26T14:03:07.000Z,NFLX,LONG,14,683.37,687.91,63.56,Breakout,Pre-market gap up clean breakout
2026-02-26T14:26:54.000Z,MU,LONG,299,110.8,113.01,660.79,Trend Following,Stopped below trend line
2026-02-26T14:38:52.000Z,TSLA,SHORT,153,313.27,305.96,1118.43,Trend Following,
2026-02-26T15:18:05.000Z,IWM,LONG,177,241.44,240.27,-207.09,Mean Reversion,VWAP reversion
2026-02-26T15:45:23.000Z,CRM,LONG,133,295.78,294.25,-203.49,Breakout,"Failed breakout, stopped"
2026-02-26T15:55:24.000Z,MSFT,LONG,47,462.46,460.68,-83.66,Trend Following,Trend continuation
2026-02-26T16:10:05.000Z,GS,LONG,42,616.22,622.74,273.84,Mean Reversion,
2026-02-26T16:12:45.000Z,GOOGL,LONG,168,192.91,193.75,141.12,Trend Following,VWAP reclaim long
2026-02-26T16:16:21.000Z,AVGO,SHORT,96,195.08,196.76,-161.28,Earnings,
2026-02-26T16:21:34.000Z,ORCL,SHORT,94,168.09,165.71,223.72,Earnings,Earnings miss reversal
2026-02-26T16:35:54.000Z,JPM,LONG,198,248.48,247.73,-148.5,Mean Reversion,Fade gap up
2026-02-26T17:27:18.000Z,CRM,SHORT,41,297.43,298.75,-54.12,Breakout,ATH breakout
2026-02-26T17:54:41.000Z,AAPL,SHORT,132,243.81,244.76,-125.4,Earnings,Earnings drift continuation
2026-02-26T18:09:42.000Z,CRM,LONG,194,297.35,298.96,312.34,Earnings,
2026-02-26T18:11:02.000Z,ORCL,LONG,122,167.43,166.54,-108.58,Trend Following,Trend continuation
2026-02-26T18:21:49.000Z,MSFT,SHORT,67,462.46,465.25,-186.93,Scalp,
2026-02-26T18:22:16.000Z,JPM,SHORT,146,248.63,246.96,243.82,Breakout,
2026-02-26T19:39:40.000Z,SHOP,SHORT,221,96.1,97.01,-201.11,Scalp,Power-hour scalp
2026-02-26T19:51:41.000Z,COIN,LONG,77,255.83,252.7,-241.01,Breakout,"Failed breakout, stopped"
2026-02-27T13:34:09.000Z,PLTR,SHORT,553,27.62,27.91,-160.37,Breakout,Cup & handle breakout
2026-02-27T13:39:07.000Z,META,SHORT,22,629.56,633.1,-77.88,Earnings,
2026-02-27T13:54:31.000Z,PLTR,SHORT,289,27.68,26.67,291.89,Breakout,Pre-market gap up clean breakout
2026-02-27T13:54:36.000Z,SHOP,SHORT,333,96.01,96.62,-203.13,Mean Reversion,Fade gap up
2026-02-27T13:57:28.000Z,INTC,LONG,518,32.53,32.12,-212.38,Earnings,Earnings miss reversal
2026-02-27T15:56:25.000Z,GOOGL,LONG,87,192.45,195.72,284.49,Scalp,Power-hour scalp
2026-02-27T16:26:24.000Z,JPM,LONG,39,247.89,248.91,39.78,Breakout,Range breakout on volume
2026-02-27T16:26:41.000Z,AMD,SHORT,125,150.71,152.42,-213.75,Trend Following,
2026-02-27T16:38:48.000Z,SHOP,LONG,327,96.15,99.06,951.57,Earnings,
2026-02-27T16:45:28.000Z,TSLA,LONG,35,314.22,310.56,-128.1,Trend Following,Stopped below trend line
2026-02-27T17:09:01.000Z,NFLX,LONG,52,679.22,693.76,756.08,Breakout,ATH breakout
2026-02-27T17:09:43.000Z,UBER,LONG,326,76.22,76.63,133.66,Trend Following,20EMA trend long
2026-02-27T17:21:09.000Z,JNJ,LONG,169,157.5,157.11,-65.91,Scalp,Opening drive scalp
2026-02-27T17:25:46.000Z,JPM,LONG,108,246.72,249.39,288.36,Breakout,Cup & handle breakout
2026-02-27T17:29:38.000Z,AVGO,SHORT,85,196.57,192.79,321.3,Breakout,Breakout retest hold
2026-02-27T17:58:36.000Z,JNJ,LONG,106,158.84,159.53,73.14,Mean Reversion,Mean reversion short at resistance
2026-02-27T18:18:21.000Z,AAPL,LONG,191,243.79,241.88,-364.81,Breakout,ATH breakout
2026-02-27T18:46:41.000Z,INTC,LONG,372,32.64,32.93,107.88,Scalp,Power-hour scalp
2026-02-27T19:47:23.000Z,MU,LONG,138,109.91,108.39,-209.76,Scalp,Quick scalp
2026-03-02T13:57:09.000Z,NVDA,LONG,61,200.3,203.69,206.79,Scalp,
2026-03-02T14:01:49.000Z,JNJ,LONG,84,158.04,158.87,69.72,Mean Reversion,VWAP reversion
2026-03-02T14:17:41.000Z,TSLA,LONG,110,314.07,317.56,383.9,Scalp,
2026-03-02T14:21:31.000Z,UNH,SHORT,44,515.76,509.28,285.12,Earnings,
2026-03-02T14:47:21.000Z,BA,LONG,100,196.31,195.01,-130,Trend Following,
2026-03-02T14:55:39.000Z,SHOP,LONG,297,95.73,97.5,525.69,Scalp,Opening drive scalp
2026-03-02T15:13:15.000Z,NFLX,LONG,39,678.53,670.85,-299.52,Breakout,"Failed breakout, stopped"
2026-03-02T15:23:37.000Z,MU,LONG,281,111.33,109.85,-415.88,Trend Following,
2026-03-02T15:48:39.000Z,INTC,LONG,542,32.66,32.1,-303.52,Breakout,Cup & handle breakout
2026-03-02T15:51:31.000Z,AAPL,LONG,198,243.03,244.7,330.66,Mean Reversion,Oversold bounce
2026-03-02T16:33:56.000Z,UNH,LONG,27,515.98,522.31,170.91,Mean Reversion,
2026-03-02T16:37:56.000Z,MU,LONG,383,110.52,111.36,321.72,Earnings,Post-earnings IV crush play
2026-03-02T16:54:20.000Z,XOM,SHORT,175,117.32,116.71,106.75,Breakout,"Failed breakout, stopped"
2026-03-02T18:09:06.000Z,XOM,LONG,184,116.58,117.91,244.72,Scalp,Quick scalp
2026-03-02T18:10:16.000Z,GS,LONG,45,616.98,620.38,153,Trend Following,20EMA trend long
2026-03-02T18:17:56.000Z,MU,SHORT,191,110.74,108.56,416.38,Breakout,Pre-market gap up clean breakout
2026-03-02T18:56:45.000Z,MSFT,SHORT,27,465.24,459.04,167.4,Earnings,
2026-03-02T18:59:31.000Z,AAPL,LONG,43,244.15,247.24,132.87,Scalp,
2026-03-02T19:07:02.000Z,BA,SHORT,173,196.63,198.56,-333.89,Trend Following,
2026-03-02T19:26:28.000Z,COIN,LONG,48,259.24,262.62,162.24,Earnings,Post-earnings IV crush play
2026-03-02T19:29:49.000Z,NVDA,SHORT,130,201.37,198.56,365.3,Scalp,Power-hour scalp
2026-03-03T13:39:36.000Z,MARA,LONG,914,22.02,21.56,-420.44,Breakout,Breakout retest hold
2026-03-03T13:49:04.000Z,ORCL,SHORT,139,167.47,165.94,212.67,Scalp,
2026-03-03T13:49:24.000Z,INTC,LONG,252,32.9,33.32,105.84,Mean Reversion,Squeezed out early
2026-03-03T14:18:13.000Z,SHOP,SHORT,257,96.28,98.1,-467.74,Scalp,Counter-trend fade scalp
2026-03-03T14:49:10.000Z,NFLX,LONG,73,684.65,674.33,-753.36,Trend Following,Index momentum continuation
2026-03-03T15:38:21.000Z,JPM,SHORT,119,247.6,245.66,230.86,Earnings,Earnings drift continuation
2026-03-03T15:39:53.000Z,GS,LONG,20,615.98,618.57,51.8,Scalp,
2026-03-03T17:12:41.000Z,SHOP,SHORT,266,96.81,94.11,718.2,Breakout,Breakout retest hold
2026-03-03T17:15:13.000Z,MU,SHORT,145,111.24,108.53,392.95,Earnings,Post-earnings IV crush play
2026-03-03T17:28:24.000Z,GS,LONG,75,611.5,609.29,-165.75,Scalp,
2026-03-03T17:36:54.000Z,SPY,SHORT,57,607.24,610.63,-193.23,Scalp,
2026-03-03T17:53:43.000Z,SPY,LONG,96,606.04,604.68,-130.56,Trend Following,Trend continuation
2026-03-03T18:15:47.000Z,UNH,LONG,33,515.94,522.75,224.73,Scalp,Opening drive scalp
2026-03-03T18:54:42.000Z,GS,LONG,62,616.77,611.96,-298.22,Earnings,Post-earnings IV crush play
2026-03-03T19:46:47.000Z,MSFT,LONG,35,462.76,461.61,-40.25,Breakout,Bull flag continuation
2026-03-03T19:49:47.000Z,BA,LONG,182,195.46,194.04,-258.44,Mean Reversion,VWAP reversion
2026-03-03T19:51:23.000Z,GS,LONG,15,616.55,612.38,-62.55,Trend Following,Tech rotation long
2026-03-04T13:33:35.000Z,MU,LONG,332,112.21,113.2,328.68,Scalp,
2026-03-04T13:51:50.000Z,UBER,SHORT,104,76.79,77.29,-52,Breakout,
2026-03-04T13:54:21.000Z,JPM,SHORT,169,247.33,245.51,307.58,Mean Reversion,Squeezed out early
2026-03-04T14:35:25.000Z,NVDA,SHORT,91,202.74,205.82,-280.28,Breakout,Bull flag continuation
2026-03-04T14:48:36.000Z,XOM,SHORT,185,116.28,114.68,296,Scalp,Counter-trend fade scalp
2026-03-04T14:53:24.000Z,TSLA,LONG,137,315.09,319.42,593.21,Mean Reversion,
2026-03-04T14:56:34.000Z,TSLA,LONG,140,314.69,309.55,-719.6,Breakout,Cup & handle breakout
2026-03-04T15:09:53.000Z,ORCL,SHORT,42,166.09,164.55,64.68,Breakout,
2026-03-04T15:22:23.000Z,MU,SHORT,240,112.05,114.36,-554.4,Earnings,Earnings miss reversal
2026-03-04T15:27:25.000Z,BAC,SHORT,914,46.77,46.96,-173.66,Mean Reversion,Mean reversion short at resistance
2026-03-04T15:42:06.000Z,COIN,SHORT,123,259.68,251.57,997.53,Earnings,
2026-03-04T15:47:58.000Z,UBER,LONG,227,76.72,75.78,-213.38,Trend Following,Stopped below trend line
2026-03-04T15:51:44.000Z,META,LONG,51,633.92,628.95,-253.47,Earnings,Post-earnings IV crush play
2026-03-04T15:52:42.000Z,JPM,SHORT,178,248.82,246.58,398.72,Earnings,Post-earnings IV crush play
2026-03-04T16:33:49.000Z,XOM,LONG,119,116.43,117.03,71.4,Trend Following,
2026-03-04T16:44:48.000Z,UNH,LONG,81,518.43,522.84,357.21,Trend Following,Trend continuation
2026-03-04T17:07:17.000Z,META,LONG,78,632.03,627.1,-384.54,Scalp,Quick scalp
2026-03-04T17:31:17.000Z,JNJ,LONG,46,158.41,159.47,48.76,Scalp,Power-hour scalp
2026-03-04T17:36:20.000Z,SPY,SHORT,64,608.55,606.95,102.4,Mean Reversion,Squeezed out early
2026-03-04T19:00:12.000Z,QQQ,SHORT,51,550.54,546.24,219.3,Scalp,Counter-trend fade scalp
2026-03-04T19:13:00.000Z,UNH,LONG,93,513.99,522.75,814.68,Scalp,
2026-03-04T19:18:06.000Z,ORCL,LONG,113,166.97,168.06,123.17,Breakout,Pre-market gap up clean breakout
2026-03-04T19:32:35.000Z,SHOP,LONG,255,96.39,97.17,198.9,Trend Following,Trend continuation
2026-03-05T13:38:17.000Z,GOOGL,LONG,70,190.92,193.91,209.3,Mean Reversion,
2026-03-05T14:09:01.000Z,MU,SHORT,393,113.11,115.28,-852.81,Breakout,
2026-03-05T14:13:19.000Z,NVDA,SHORT,181,204.24,206.34,-380.1,Mean Reversion,Squeezed out early
2026-03-05T14:22:28.000Z,IWM,LONG,53,240.84,238.46,-126.14,Scalp,Quick scalp
2026-03-05T14:24:35.000Z,SPY,SHORT,81,609.27,610.71,-116.64,Trend Following,20EMA trend long
2026-03-05T14:50:28.000Z,GOOGL,SHORT,69,190.55,192.5,-134.55,Scalp,Opening drive scalp
2026-03-05T14:58:35.000Z,MARA,LONG,456,22.27,21.45,-373.92,Scalp,
2026-03-05T15:07:40.000Z,IWM,SHORT,100,241.1,239.8,130,Mean Reversion,Mean reversion short at resistance
2026-03-05T15:31:05.000Z,BAC,LONG,516,47.08,47.82,381.84,Mean Reversion,Mean reversion short at resistance
2026-03-05T15:53:13.000Z,MU,LONG,343,113.28,112.68,-205.8,Mean Reversion,VWAP reversion
2026-03-05T16:17:56.000Z,PLTR,LONG,493,28.15,27.79,-177.48,Mean Reversion,
2026-03-05T16:30:09.000Z,SHOP,LONG,228,96.48,99.08,592.8,Trend Following,
2026-03-05T17:08:55.000Z,BA,LONG,164,195,197.32,380.48,Trend Following,Tech rotation long
2026-03-05T17:19:28.000Z,SHOP,LONG,370,96.65,97.86,447.7,Earnings,Earnings drift continuation
2026-03-05T17:32:15.000Z,GS,SHORT,82,621.27,627.63,-521.52,Earnings,Earnings beat
2026-03-05T18:21:59.000Z,AMZN,LONG,73,211.58,208.74,-207.32,Mean Reversion,
2026-03-05T18:23:49.000Z,INTC,SHORT,724,32.41,32.92,-369.24,Scalp,Counter-trend fade scalp
2026-03-05T19:24:25.000Z,INTC,LONG,225,32.37,32.09,-63,Earnings,Earnings beat
2026-03-05T19:43:39.000Z,JNJ,LONG,109,157.35,156.59,-82.84,Scalp,Power-hour scalp
2026-03-05T19:49:08.000Z,AAPL,LONG,51,243.31,246.73,174.42,Mean Reversion,
2026-03-06T13:51:06.000Z,TSLA,LONG,163,314.29,320.12,950.29,Scalp,
2026-03-06T13:51:08.000Z,SPY,LONG,56,604.83,607.23,134.4,Trend Following,
2026-03-06T13:52:31.000Z,UNH,LONG,77,515.88,513.72,-166.32,Mean Reversion,Fade gap up
2026-03-06T14:28:51.000Z,PLTR,SHORT,210,28.33,27.68,136.5,Scalp,Opening drive scalp
2026-03-06T14:31:22.000Z,AVGO,LONG,55,193.47,196.57,170.5,Scalp,
2026-03-06T15:19:27.000Z,IWM,SHORT,182,241.49,243.59,-382.2,Trend Following,Index momentum continuation
2026-03-06T15:39:24.000Z,XOM,SHORT,287,115.56,114.22,384.58,Trend Following,20EMA trend long
2026-03-06T15:44:23.000Z,GS,LONG,99,621.74,614.62,-704.88,Trend Following,Tech rotation long
2026-03-06T16:12:14.000Z,JNJ,SHORT,199,157.12,155.83,256.71,Mean Reversion,Squeezed out early
2026-03-06T16:35:03.000Z,NVDA,LONG,36,201.98,204.1,76.32,Trend Following,Index momentum continuation
2026-03-06T16:39:43.000Z,MARA,LONG,464,22.1,21.64,-213.44,Scalp,Opening drive scalp
2026-03-06T17:35:25.000Z,COIN,LONG,102,260.34,257.17,-323.34,Mean Reversion,Topping pattern fade
2026-03-06T18:10:00.000Z,IWM,LONG,183,241.28,242.48,219.6,Breakout,Cup & handle breakout
2026-03-06T18:35:45.000Z,BAC,LONG,952,46.59,46.93,323.68,Earnings,
2026-03-06T18:41:06.000Z,UBER,SHORT,190,76.96,75.56,266,Scalp,Quick scalp
2026-03-06T18:46:15.000Z,QQQ,LONG,40,552.67,558.14,218.8,Mean Reversion,Topping pattern fade
2026-03-06T19:00:56.000Z,AMZN,LONG,62,210.96,213.88,181.04,Mean Reversion,Oversold bounce
2026-03-06T19:09:41.000Z,IWM,SHORT,164,242.03,240.27,288.64,Breakout,Range breakout on volume
2026-03-06T19:22:32.000Z,META,LONG,87,630.82,645.14,1245.84,Scalp,
2026-03-06T19:51:07.000Z,COIN,SHORT,46,258.74,248.91,452.18,Trend Following,
2026-03-06T19:51:57.000Z,ORCL,SHORT,178,165.99,166.52,-94.34,Earnings,
2026-03-09T13:36:52.000Z,MARA,LONG,792,22.12,21.67,-356.4,Mean Reversion,Fade gap up
2026-03-09T13:50:24.000Z,ORCL,LONG,48,166.59,168.96,113.76,Breakout,
2026-03-09T13:53:01.000Z,UNH,LONG,74,513.36,509.31,-299.7,Breakout,
2026-03-09T14:10:26.000Z,ORCL,SHORT,184,166.45,168.37,-353.28,Scalp,
2026-03-09T15:37:33.000Z,META,LONG,34,634.47,630.86,-122.74,Scalp,
2026-03-09T15:43:53.000Z,MU,LONG,102,113.47,111.39,-212.16,Mean Reversion,
2026-03-09T16:03:15.000Z,GS,LONG,19,625.13,622.99,-40.66,Trend Following,Trend continuation
2026-03-09T16:07:30.000Z,META,SHORT,41,629.51,617.25,502.66,Scalp,
2026-03-09T16:08:49.000Z,JPM,LONG,105,247.72,245.56,-226.8,Earnings,
2026-03-09T16:10:59.000Z,IWM,LONG,165,240.27,242,285.45,Scalp,
2026-03-09T16:12:03.000Z,JPM,LONG,149,247.58,246.17,-210.09,Breakout,Range breakout on volume
2026-03-09T16:43:46.000Z,AMD,SHORT,377,150.08,151.55,-554.19,Earnings,
2026-03-09T17:29:42.000Z,PLTR,SHORT,789,28.21,28.59,-299.82,Earnings,Post-earnings IV crush play
2026-03-09T18:27:57.000Z,XOM,LONG,137,114.7,113.62,-147.96,Trend Following,Index momentum continuation
2026-03-09T19:01:58.000Z,GOOGL,SHORT,192,193.3,195.36,-395.52,Scalp,Power-hour scalp
2026-03-09T19:12:48.000Z,ORCL,LONG,148,165.7,168.13,359.64,Mean Reversion,Mean reversion short at resistance
2026-03-09T19:17:23.000Z,DIS,LONG,80,106.32,105.16,-92.8,Breakout,Breakout retest hold
2026-03-09T19:42:48.000Z,XOM,SHORT,147,114.73,115.38,-95.55,Mean Reversion,Topping pattern fade
2026-03-09T19:52:15.000Z,INTC,LONG,463,32.36,32.55,87.97,Breakout,Cup & handle breakout
2026-03-10T13:40:43.000Z,AAPL,SHORT,118,240.1,237.7,283.2,Mean Reversion,Mean reversion short at resistance
2026-03-10T13:41:28.000Z,NFLX,LONG,55,689.37,697.08,424.05,Earnings,Earnings beat
2026-03-10T14:13:20.000Z,MU,SHORT,354,113.29,110.24,1079.7,Breakout,Cup & handle breakout
2026-03-10T14:38:33.000Z,NVDA,SHORT,60,202.99,199.72,196.2,Trend Following,20EMA trend long
2026-03-10T14:59:26.000Z,PLTR,SHORT,325,27.98,28.37,-126.75,Mean Reversion,VWAP reversion
2026-03-10T15:02:10.000Z,SHOP,LONG,347,96.55,95.16,-482.33,Mean Reversion,
2026-03-10T16:12:11.000Z,QQQ,LONG,99,555.74,558.58,281.16,Mean Reversion,Mean reversion short at resistance
2026-03-10T16:33:27.000Z,MU,LONG,333,112.93,115.32,795.87,Earnings,Earnings drift continuation
2026-03-10T16:36:57.000Z,INTC,LONG,474,32.38,31.89,-232.26,Earnings,Post-earnings IV crush play
2026-03-10T16:38:32.000Z,TSLA,SHORT,133,313.81,305.67,1082.62,Scalp,Opening drive scalp
2026-03-10T16:50:32.000Z,ORCL,SHORT,40,166.02,164.33,67.6,Earnings,Earnings beat
2026-03-10T17:03:21.000Z,NVDA,SHORT,98,202.9,199.77,306.74,Mean Reversion,Squeezed out early
2026-03-10T17:04:29.000Z,GOOGL,SHORT,124,194.06,192.17,234.36,Breakout,Breakout retest hold
2026-03-10T17:17:59.000Z,QQQ,SHORT,68,553.79,549.07,320.96,Mean Reversion,Fade gap up
